Dim_1,Dim_2,Dim_3,outlier
0.001096,0.004737,0.006019,0
0.001096,0.004087,0.005983,0
0,0.005742,0.006167,0
0,0.003704,0.006111,0
0,0.005886,0.005983,0
0.001096,0.003541,0.006075,0
0,0.004095,0.006075,0
0,0.005204,0.006148,0
0,0.007369,0.006038,0
0.001096,0.005587,0.006148,0
0.002193,0.006005,0.006572,0
0.001096,0.003031,0.006038,0
0.003289,0.047564,0.006001,0
0.001096,0.006157,0.005983,0
0.001096,0.008884,0.006019,0
0.001096,0.005236,0.006111,0
0,0.003286,0.005099,0
0.001096,0.004961,0.006075,0
0.001096,0.003501,0.006627,0
0,0.009778,0.005117,0
0,0.005216,0.006075,0
0,0.003848,0.006056,0
0,0.003023,0.006075,0
0,0.005774,0.006019,0
0,0.005515,0.006019,0
0,0.003517,0.00613,0
0,0.005188,0.006075,0
0,0.004713,0.006019,0
0,0.005575,0.006038,0
0,0.00445,0.006075,0
0,0.003397,0.006019,0
0,0.005922,0.006019,0
0.001096,0.003828,0.006075,0
0,0.004358,0.006056,0
0,0.003405,0.00613,0
0,0.003661,0.006093,0
0,0.004693,0.006038,0
0,0.002747,0.006038,0
0,0.002269,0.00613,0
0,0.003497,0.006167,0
0,0.003198,0.006056,0
0.001096,0.008585,0.006019,0
0,0.011791,0.006056,0
0,0.006783,0.006001,0
0.001096,0.004103,0.006056,0
0,0.007038,0.006019,0
0,0.002728,0.006093,0
0.001096,0.004638,0.006111,0
0.001096,0.004654,0.006019,0
0,0.002624,0.006056,0
0,0.003166,0.006019,0
0,0.003804,0.006001,0
0.001096,0.004099,0.005136,0
0,0.003326,0.006056,0
0,0.006942,0.006001,0
0,0.003126,0.006001,0
0.001096,0.002975,0.006093,0
0,0.00242,0.006093,0
0.001096,0.002775,0.006001,0
0.001096,0.003298,0.006075,0
0,0.008677,0.006019,0
0.001096,0.00719,0.006148,0
0.001096,0.00272,0.006075,0
0.001096,0.004574,0.006001,0
0,0.00329,0.006167,0
0.001096,0.003178,0.006038,0
0.001096,0.004801,0.006075,0
0.001096,0.007325,0.006111,0
0.005482,0.003653,0.006001,0
0.001096,0.005136,0.005983,0
0.001096,0.003202,0.00613,0
0,0.00311,0.006056,0
0.001096,0.012972,0.006019,0
0.001096,0.007066,0.00613,0
0,0.007883,0.006019,0
0,0.00508,0.006038,0
0.002193,0.00384,0.006019,0
0.001096,0.005048,0.006019,0
0.001096,0.008673,0.006056,0
0,0.005587,0.006148,0
0.001096,0.004023,0.006056,0
0,0.00648,0.006056,0
0,0.005519,0.006019,0
0.004386,0.025138,0.012039,0
0.005482,0.006161,0.006001,0
0,0.008522,0.006038,0
0,0.006823,0.006093,0
0,0.010966,0.006056,0
0,0.004494,0.006093,0
0,0.005718,0.006019,0
0,0.002165,0.006093,0
0,0.004175,0.00613,0
0,0.0053,0.006056,0
0,0.002265,0.006056,0
0,0.00445,0.005117,0
0,0.010156,0.006093,0
0,0.00445,0.006001,0
0.001096,0.004478,0.006019,0
0,0.017466,0.006093,0
0,0.004374,0.006019,0
0,0.003956,0.006093,0
0,0.00453,0.006001,0
0,0.006308,0.006038,0
0,0.003218,0.006038,0
0.001096,0.023399,0.006038,0
0,0.004402,0.006093,0
0,0.006635,0.006038,0
0,0.008314,0.006111,0
0,0.00254,0.006056,0
0,0.005395,0.006001,0
0,0.006133,0.006038,0
0.001096,0.005096,0.006682,0
0.001096,0.005076,0.006682,0
0,0.004291,0.006056,0
0,0.007553,0.006038,0
0.001096,0.006568,0.006111,0
0,0.007094,0.005099,0
0.001096,0.005798,0.006075,0
0,0.005662,0.006664,0
0,0.002696,0.006093,0
0,0.003314,0.006075,0
0,0.006316,0.006056,0
0.001096,0.004075,0.006001,0
0,0.006253,0.006038,0
0.001096,0.018239,0.005964,0
0,0.010755,0.006056,0
0.001096,0.003354,0.006664,0
0,0.002532,0.006019,0
0.001096,0.006269,0.006038,0
0,0.007329,0.006111,0
0,0.003158,0.006075,0
0.001096,0.003489,0.006019,0
0,0.006568,0.006019,0
0.001096,0.003976,0.005964,0
0,0.002428,0.006019,0
0,0.00396,0.006056,0
0.001096,0.008294,0.006682,0
0.001096,0.002799,0.006038,0
0.001096,0.006001,0.006056,0
0,0.005363,0.006167,0
0.001096,0.013171,0.005946,0
0,0.006623,0.006056,0
0.001096,0.003808,0.006019,0
0.001096,0.005355,0.007363,0
0,0.002588,0.006019,0
0.001096,0.007584,0.006001,0
0.001096,0.007102,0.006019,0
0,0.00311,0.006001,0
0.001096,0.00465,0.006056,0
0,0.00565,0.005983,0
0.001096,0.004849,0.006719,0
0,0.003202,0.006075,0
0,0.006121,0.006056,0
0,0.003932,0.006111,0
0,0.003417,0.006019,0
0.001096,0.004291,0.006001,0
0,0.003318,0.006019,0
0,0.010208,0.006111,0
0.001096,0.014052,0.006038,0
0,0.00244,0.005983,0
0,0.007058,0.006038,0
0,0.007349,0.006111,0
0.001096,0.006296,0.006038,0
0,0.010826,0.006001,0
0.001096,0.00439,0.006701,0
0.001096,0.005758,0.010161,0
0,0.004012,0.005983,0
0.001096,0.002771,0.006038,0
0.001096,0.005678,0.006756,0
0.001096,0.005531,0.006038,0
0.001096,0.04455,0.005964,0
0.001096,0.003948,0.006075,0
0,0.008657,0.005983,0
0,0.002177,0.006038,0
0,0.02442,0.006167,0
0,0.011417,0.006019,0
0.001096,0.006121,0.006056,0
0.001096,0.01664,0.005964,0
0.001096,0.006596,0.006056,0
0,0.002971,0.006093,0
0,0.002393,0.005983,0
0.001096,0.013163,0.006001,0
0.001096,0.006468,0.00613,0
0.001096,0.006643,0.006093,0
0,0.005766,0.006075,0
0.001096,0.007644,0.006737,0
0.001096,0.003226,0.006737,0
0.002193,0.062593,0.025937,0
0,0.003956,0.005946,0
0,0.011983,0.006001,0
0.001096,0.005993,0.006774,0
0,0.004211,0.005964,0
0.001096,0.004677,0.006038,0
0.003289,0.0052,0.005946,0
0.001096,0.004526,0.006701,0
0.001096,0.011987,0.006001,0
0,0.016178,0.006056,0
0,0.009263,0.005983,0
0.001096,0.061122,0.025937,0
0,0.008661,0.006038,0
0.001096,0.006544,0.006774,0
0.001096,0.004426,0.006075,0
0,0.003637,0.006056,0
0.001096,0.004482,0.006001,0
0.001096,0.004821,0.005983,0
0,0.00309,0.006093,0
0.001096,0.004394,0.006001,0
0,0.006484,0.006038,0
0,0.003481,0.006093,0
0,0.004841,0.006019,0
0,0.007628,0.006038,0
0,0.005926,0.006038,0
0.001096,0.007297,0.006001,0
0,0.002688,0.006019,0
0,0.004047,0.006038,0
0.001096,0.007337,0.006756,0
0,0.006891,0.006038,0
0.001096,0.002883,0.006038,0
0,0.002281,0.006019,0
0,0.003856,0.006019,0
0,0.003665,0.005983,0
0,0.005124,0.006019,0
0.001096,0.00459,0.006111,0
0.001096,0.008302,0.00613,0
0,0.003677,0.006204,0
0.001096,0.006273,0.006204,0
0,0.007329,0.006259,0
0,0.002169,0.006167,0
0,0.006647,0.006093,0
0,0.003043,0.006148,0
0,0.003641,0.006848,0
0.001096,0.004554,0.006977,0
0.001096,0.008151,0.006185,0
0.001096,0.002803,0.006204,0
0.001096,0.011943,0.006848,0
0,0.005447,0.00624,0
0.001096,0.004662,0.006093,0
0.001096,0.00518,0.008357,0
0.001096,0.003266,0.006167,0
0,0.003657,0.006167,0
0,0.003035,0.006222,0
0.001096,0.007146,0.006185,0
0,0.004857,0.00624,0
0,0.00583,0.006185,0
0.001096,0.010208,0.006259,0
0.001096,0.003354,0.006185,0
0.001096,0.003677,0.006185,0
0.001096,0.005012,0.006222,0
0.001096,0.006719,0.00613,0
0.001096,0.0063,0.006204,0
0.001096,0.010834,0.006185,0
0.001096,0.004394,0.006866,0
0.001096,0.005004,0.006921,0
0,0.002779,0.006222,0
0.001096,0.005495,0.006148,0
0.001096,0.010073,0.006222,0
0.001096,0.005523,0.006204,0
0,0.010448,0.00624,0
0,0.003948,0.006222,0
0.001096,0.008597,0.006185,0
0,0.005523,0.00624,0
0.001096,0.006599,0.006222,0
0,0.004339,0.006185,0
0.002193,0.013163,0.006148,0
0.001096,0.006647,0.006259,0
0.001096,0.003202,0.006204,0
0.001096,0.002628,0.006222,0
0.001096,0.007489,0.006185,0
0.001096,0.003074,0.006204,0
0.003289,0.062669,0.026434,0
0,0.003146,0.006222,0
0.001096,0.006001,0.006958,0
0.001096,0.005204,0.006111,0
0.002193,0.00258,0.006185,0
0,0.00851,0.007474,0
0.001096,0.004382,0.006204,0
0,0.009275,0.006185,0
0.001096,0.016178,0.006204,0
0.001096,0.008015,0.006977,0
0.001096,0.003086,0.006866,0
0.001096,0.061198,0.026434,0
0.001096,0.008669,0.006222,0
0,0.005898,0.006167,0
0.001096,0.00788,0.006259,0
0.001096,0.006492,0.006222,0
0.001096,0.006966,0.006148,0
0,0.01294,0.00751,0
0,0.004845,0.00624,0
0.001096,0.004163,0.006167,0
0.001096,0.007628,0.006185,0
0,0.002568,0.006148,0
0,0.002819,0.006111,0
0.001096,0.006109,0.006866,0
0.001096,0.003457,0.006222,0
0,0.005455,0.006204,0
0,0.003673,0.00613,0
0.001096,0.007337,0.006903,0
0.001096,0.006895,0.006204,0
0.001096,0.01144,0.006204,0
0.001096,0.002365,0.006093,0
0,0.010751,0.006075,0
0,0.003732,0.006111,0
0.001096,0.006424,0.006774,0
0.001096,0.005595,0.006075,0
0,0.003976,0.006001,0
0.001096,0.004075,0.005964,0
0,0.008438,0.006185,0
0.001096,0.004546,0.006829,0
0.001096,0.007078,0.006019,0
0.001096,0.008143,0.006038,0
0,0.007955,0.006038,0
0,0.008641,0.006075,0
0,0.013159,0.005927,0
0.001096,0.005212,0.006756,0
0,0.003948,0.006148,0
0,0.004099,0.006093,0
0.001096,0.00758,0.006019,0
0,0.004741,0.006093,0
0.001096,0.004689,0.006038,0
0,0.011588,0.006167,0
0.001096,0.005359,0.006185,0
0,0.002895,0.006093,0
0.001096,0.004291,0.006038,0
0.001096,0.002863,0.006038,0
0,0.003397,0.006075,0
0,0.003776,0.006056,0
0.001096,0.0102,0.006111,0
0.001096,0.010164,0.006111,0
0,0.009538,0.006075,0
0.001096,0.004135,0.008136,0
0,0.005032,0.006185,0
0,0.01404,0.006019,0
0,0.009778,0.006019,0
0.001096,0.006292,0.006056,0
0.001096,0.010826,0.006038,0
0.001096,0.004386,0.006719,0
0,0.004841,0.006075,0
0,0.002361,0.006019,0
0.001096,0.005531,0.006075,0
0.001096,0.005678,0.006019,0
0,0.005056,0.006038,0
0.001096,0.006253,0.006075,0
0,0.00331,0.006075,0
0,0.010448,0.006075,0
0,0.004658,0.006185,0
0.001096,0.008725,0.006682,0
0,0.007708,0.006038,0
0,0.004039,0.006756,0
0.001096,0.003043,0.006185,0
0,0.005858,0.006038,0
0,0.006623,0.006866,0
0.001096,0.006639,0.006111,0
0.001096,0.00335,0.006756,0
0,0.003066,0.006056,0
0.006579,0.062518,0.025624,0
0,0.005543,0.006756,0
0.002193,0.006269,0.008044,0
0,0.004685,0.006111,0
0.001096,0.005355,0.006682,0
0.002193,0.004059,0.006038,0
0,0.002576,0.006056,0
0,0.002995,0.006001,0
0.001096,0.004374,0.006056,0
0.001096,0.011987,0.006038,0
0.001096,0.01617,0.006056,0
0.001096,0.008203,0.005983,0
0.001096,0.008007,0.006829,0
0,0.038046,0.024832,0
0,0.006388,0.006111,0
0.001096,0.008661,0.006075,0
0,0.00565,0.006075,0
0.001096,0.003697,0.006019,0
0.001096,0.008011,0.006737,0
0.001096,0.008837,0.006001,0
0,0.004494,0.006093,0
0.001096,0.006484,0.006075,0
0,0.003561,0.006075,0
0,0.003218,0.006075,0
0,0.003972,0.006075,0
0,0.00705,0.006038,0
0,0.005132,0.00613,0
0.001096,0.012633,0.006019,0
0,0.002815,0.006111,0
0,0.004606,0.006185,0
0.001096,0.00762,0.006038,0
0.001096,0.007297,0.006038,0
0,0.005953,0.006056,0
0.001096,0.003449,0.006075,0
0.001096,0.007317,0.006701,0
0.001096,0.006899,0.006111,0
0,0.007445,0.006075,0
0,0.00512,0.006038,0
0.001096,0.005,0.006019,0
0,0.004506,0.007363,0
0,0.004434,0.007418,0
0,0.005008,0.007418,0
0,0.010663,0.007382,0
0,0.006799,0.011174,0
0,0.004291,0.007437,0
0,0.008059,0.0074,0
0,0.002712,0.007418,0
0.001096,0.007349,0.007437,0
0,0.011704,0.0074,0
0,0.003047,0.007363,0
0,0.003848,0.007308,0
0,0.010842,0.007345,0
0,0.00634,0.007437,0
0,0.00435,0.008265,0
0,0.00705,0.007382,0
0,0.010109,0.007455,0
0,0.004925,0.007437,0
0,0.006213,0.007418,0
0,0.010743,0.0074,0
0,0.00461,0.010161,0
0,0.004394,0.008284,0
0,0.005439,0.007455,0
0,0.005591,0.008302,0
0.001096,0.008486,0.007326,0
0,0.007241,0.008284,0
0,0.002923,0.007529,0
0,0.013378,0.009222,0
0,0.006556,0.00751,0
0,0.002528,0.007418,0
0,0.007401,0.007437,0
0,0.062558,0.034497,0
0,0.005603,0.009259,0
0,0.005016,0.008412,0
0,0.00591,0.008431,0
0,0.00459,0.007455,0
0,0.005734,0.011063,0
0,0.008115,0.007308,0
0,0.004291,0.007418,0
0,0.012047,0.008265,0
0,0.016086,0.0074,0
0,0.007752,0.007437,0
0,0.002839,0.007345,0
0.001096,0.061086,0.03446,0
0,0.007405,0.007326,0
0,0.007788,0.007326,0
0,0.008573,0.007455,0
0,0.008912,0.008302,0
0,0.007943,0.008431,0
0,0.004307,0.007345,0
0,0.006396,0.007455,0
0,0.006879,0.007382,0
0,0.012545,0.007363,0
0,0.004446,0.007326,0
0,0.002759,0.007437,0
0,0.007537,0.007382,0
0,0.007357,0.008265,0
0,0.006962,0.008412,0
0,0.003433,0.007363,0
0,0.005192,0.008339,0
0,0.003238,0.007529,0
0,0.004658,0.00613,0
0.001096,0.008462,0.006737,0
0,0.002329,0.006148,0
0.001096,0.003298,0.006148,0
0.001096,0.004721,0.007621,0
0,0.007253,0.006811,0
0.001096,0.008139,0.006019,0
0,0.003812,0.00613,0
0,0.003234,0.00613,0
0.001096,0.011799,0.006093,0
0.001096,0.005064,0.006093,0
0.001096,0.00774,0.006737,0
0,0.002708,0.006111,0
0.001096,0.004697,0.006075,0
0.001096,0.006324,0.006075,0
0,0.005371,0.00624,0
0,0.003082,0.006148,0
0,0.003689,0.00613,0
0,0.002879,0.006075,0
0,0.003198,0.006111,0
0.001096,0.005012,0.006111,0
0,0.004594,0.006111,0
0,0.004701,0.006111,0
0.001096,0.006879,0.006737,0
0.001096,0.006615,0.00751,0
0,0.004239,0.006056,0
0,0.007241,0.006111,0
0.001096,0.010236,0.006848,0
0,0.003988,0.006111,0
0.001096,0.005682,0.006811,0
0.001096,0.008733,0.006719,0
0,0.005052,0.006038,0
0,0.002887,0.006111,0
0,0.016648,0.006038,0
0.001096,0.006603,0.00613,0
0.002193,0.013167,0.006056,0
0.001096,0.006962,0.007566,0
0.001096,0.003202,0.006093,0
0.001096,0.007648,0.006793,0
0.004386,0.062785,0.026857,0
0.001096,0.006324,0.008302,0
0.002193,0.00311,0.006111,0
0,0.003066,0.006111,0
0,0.006017,0.006056,0
0,0.00258,0.006075,0
0,0.00437,0.006038,0
0,0.008218,0.006056,0
0.001096,0.002799,0.006056,0
0.001096,0.008183,0.007621,0
0,0.002931,0.006056,0
0.002193,0.061313,0.026857,0
0.001096,0.007887,0.006075,0
0,0.002971,0.00613,0
0.001096,0.003704,0.006056,0
0.003289,0.007883,0.006167,0
0.001096,0.012649,0.006093,0
0,0.002859,0.00613,0
0.001096,0.007493,0.007492,0
0.001096,0.005176,0.006811,0
0.001096,0.004805,0.006885,0
0.001096,0.00845,0.006774,0
0.001096,0.012637,0.006111,0
0.001096,0.003665,0.00613,0
0.001096,0.006428,0.006885,0
0,0.007317,0.006093,0
0,0.003023,0.006296,0
0.001096,0.005587,0.00613,0
0,0.004099,0.006167,0
0,0.00329,0.006204,0
0.001096,0.004386,0.006204,0
0,0.007241,0.006848,0
0.001096,0.008143,0.00613,0
0,0.015069,0.006075,0
0,0.005981,0.006093,0
0,0.010208,0.006148,0
0,0.012098,0.007529,0
0,0.003796,0.006093,0
0.001096,0.005351,0.007474,0
0.001096,0.005543,0.006167,0
0,0.002923,0.00613,0
0.001096,0.005004,0.007547,0
0.001096,0.006273,0.006111,0
0.001096,0.0038,0.006793,0
0.001096,0.003082,0.006167,0
0,0.004279,0.006075,0
0,0.007146,0.006167,0
0,0.0051,0.006185,0
0.001096,0.009917,0.006737,0
0.001096,0.006867,0.006774,0
0.001096,0.00642,0.006719,0
0,0.005539,0.00624,0
0,0.003378,0.006167,0
0.001096,0.004235,0.00613,0
0,0.004135,0.006111,0
0,0.005499,0.006148,0
0,0.005519,0.006111,0
0,0.004949,0.006296,0
0,0.002747,0.006222,0
0,0.013885,0.006075,0
0,0.002739,0.00624,0
0,0.003569,0.006259,0
0,0.002448,0.006167,0
0,0.004167,0.00613,0
0.001096,0.003888,0.006167,0
0.001096,0.006105,0.006111,0
0.001096,0.003047,0.006296,0
0.001096,0.006584,0.00613,0
0.001096,0.006468,0.006259,0
0,0.005782,0.006793,0
0.001096,0.006767,0.006774,0
0,0.004646,0.006167,0
0,0.0038,0.00613,0
0.013158,0.062522,0.025734,0
0.003289,0.004606,0.006075,0
0,0.004957,0.006222,0
0.001096,0.010288,0.006075,0
0.001096,0.004689,0.006222,0
0.003289,0.005359,0.006793,0
0,0.004458,0.00613,0
0,0.004953,0.006204,0
0,0.005008,0.006148,0
0.001096,0.004374,0.006148,0
0.001096,0.011975,0.006075,0
0.001096,0.004941,0.006148,0
0,0.00821,0.006111,0
0,0.002755,0.00613,0
0.001096,0.007848,0.006204,0
0,0.06105,0.025734,0
0,0.007876,0.006111,0
0,0.005902,0.006167,0
0.001096,0.006372,0.00613,0
0.001096,0.004582,0.006903,0
0.001096,0.021063,0.006185,0
0.001096,0.003625,0.00613,0
0.001096,0.055025,0.006111,0
0.001096,0.004478,0.006111,0
0,0.004307,0.00613,0
0,0.004394,0.00613,0
0.001096,0.005662,0.006148,0
0.001096,0.00719,0.006111,0
0.001096,0.006974,0.006167,0
0,0.012641,0.006148,0
0,0.004167,0.006167,0
0,0.007285,0.006075,0
0.001096,0.003441,0.00613,0
0.001096,0.007321,0.006811,0
0.001096,0.011588,0.006848,0
0.001096,0.003334,0.006277,0
0.001096,0.005164,0.006848,0
0.001096,0.004729,0.00694,0
0,0.002931,0.006848,0
0,0.007477,0.007879,0
0.001096,0.006958,0.006885,0
0,0.003019,0.007013,0
0.001096,0.002672,0.006903,0
0.001096,0.010966,0.007013,0
0,0.004091,0.006866,0
0,0.003282,0.006903,0
0,0.007074,0.006921,0
0,0.008115,0.01318,0
0,0.015077,0.006848,0
0,0.005,0.006885,0
0.001096,0.002995,0.006829,0
0.001096,0.011783,0.006848,0
0,0.003932,0.007676,0
0,0.007317,0.007879,0
0.001096,0.004853,0.010345,0
0,0.010459,0.006811,0
0.001096,0.010643,0.009646,0
0,0.010164,0.00694,0
0,0.010826,0.006866,0
0,0.004378,0.00775,0
0,0.005794,0.008689,0
0,0.005686,0.006958,0
0.001096,0.002907,0.006977,0
0,0.002221,0.00694,0
0,0.003473,0.006848,0
0,0.006093,0.010382,0
0,0.005774,0.006866,0
0.001096,0.003685,0.006811,0
0,0.013893,0.006848,0
0.001096,0.004063,0.007805,0
0,0.003074,0.006848,0
0,0.003011,0.00694,0
0.001096,0.005634,0.006866,0
0,0.005395,0.006885,0
0,0.004909,0.006977,0
0,0.011014,0.006811,0
0.002193,0.062442,0.033042,0
0.001096,0.004614,0.006848,0
0,0.006883,0.00694,0
0.001096,0.003732,0.006977,0
0,0.007596,0.006885,0
0,0.006647,0.006811,0
0.001096,0.005367,0.007013,0
0,0.010168,0.006995,0
0.001096,0.002875,0.00694,0
0.001096,0.00439,0.006995,0
0.001096,0.004466,0.006958,0
0.001096,0.012549,0.010345,0
0.001096,0.016612,0.009591,0
0,0.008358,0.00775,0
0,0.006851,0.007013,0
0,0.002923,0.006848,0
0.003289,0.060971,0.033042,0
0,0.004538,0.006958,0
0.001096,0.004677,0.006811,0
0.001096,0.003154,0.006885,0
0,0.005319,0.006977,0
0,0.008661,0.006903,0
0.001096,0.006197,0.008707,0
0.001096,0.025876,0.006829,0
0,0.002999,0.006995,0
0,0.002644,0.006848,0
0.001096,0.004522,0.006829,0
0.001096,0.003888,0.006866,0
0.001096,0.003302,0.006958,0
0.001096,0.00439,0.006848,0
0.001096,0.006484,0.006903,0
0.001096,0.00697,0.006885,0
0,0.00321,0.006848,0
0.001096,0.00325,0.006903,0
0.001096,0.012788,0.007787,0
0.001096,0.010771,0.006811,0
0,0.004462,0.008707,0
0.001096,0.004634,0.006829,0
0.001096,0.008063,0.009572,0
0.001096,0.00786,0.010345,0
0.001096,0.004965,0.006848,0
0.001096,0.005264,0.00775,0
0.001096,0.006037,0.01318,0
0,0.002369,0.006093,0
0,0.008573,0.007216,0
0,0.018231,0.005946,0
0,0.004398,0.006019,0
0,0.003007,0.006111,0
0,0.009594,0.006019,0
0,0.005591,0.006038,0
0,0.00329,0.006093,0
0,0.002568,0.006019,0
0,0.004534,0.006756,0
0,0.007066,0.005946,0
0,0.011791,0.006038,0
0,0.005204,0.006701,0
0,0.007724,0.006645,0
0,0.00632,0.006038,0
0,0.003214,0.006645,0
0,0.004287,0.006001,0
0,0.010456,0.005946,0
0,0.003118,0.006038,0
0,0.002564,0.005983,0
0,0.010188,0.006038,0
0,0.010152,0.006038,0
0,0.003346,0.006019,0
0,0.004988,0.005983,0
0,0.00699,0.007216,0
0,0.006867,0.008615,0
0,0.00636,0.006001,0
0.001096,0.010826,0.006019,0
0,0.004227,0.005983,0
0.001096,0.005634,0.006645,0
0,0.004323,0.005983,0
0.001096,0.005519,0.006056,0
0,0.005527,0.006038,0
0,0.044542,0.005946,0
0,0.005678,0.006001,0
0,0.00567,0.006001,0
0,0.008573,0.005983,0
0,0.016624,0.005909,0
0,0.006576,0.005983,0
0,0.007214,0.00867,0
0,0.003194,0.006038,0
0,0.01101,0.005946,0
0,0.002612,0.006019,0
0.001096,0.007485,0.006038,0
0.006579,0.06239,0.025017,0
0.001096,0.005838,0.006093,0
0,0.010288,0.005964,0
0,0.005882,0.005964,0
0.001096,0.004059,0.006019,0
0,0.00835,0.006627,0
0,0.011983,0.006001,0
0.003289,0.005088,0.006701,0
0.001096,0.016158,0.005983,0
0,0.007995,0.006756,0
0,0.060919,0.025017,0
0,0.007876,0.006001,0
0,0.003366,0.005964,0
0,0.004323,0.006038,0
0,0.008661,0.006056,0
0,0.006037,0.006664,0
0,0.002656,0.006019,0
0,0.003932,0.005983,0
0,0.003689,0.005964,0
0,0.005658,0.006019,0
0,0.006484,0.006056,0
0,0.006966,0.006019,0
0,0.01278,0.006664,0
0.001096,0.010767,0.005946,0
0.001096,0.004303,0.006664,0
0,0.007608,0.005964,0
0,0.00514,0.006019,0
0,0.002763,0.006038,0
0,0.007293,0.006001,0
0,0.007473,0.007382,0
0,0.003505,0.005946,0
0,0.011568,0.006645,0
0.001096,0.004988,0.005946,0
0.001096,0.00333,0.006148,0
0,0.005615,0.005983,0
0.001096,0.00829,0.005909,0
0.001096,0.018231,0.005909,0
0,0.012784,0.006627,0
0.001096,0.006276,0.006056,0
0.001096,0.007313,0.006019,0
0,0.003433,0.006001,0
0.001096,0.00329,0.006056,0
0.001096,0.00439,0.006075,0
0.001096,0.00723,0.006645,0
0.001096,0.008143,0.005983,0
0.001096,0.007429,0.005983,0
0.001096,0.012086,0.007326,0
0,0.00514,0.006075,0
0,0.007541,0.006056,0
0,0.002839,0.005983,0
0,0.002536,0.006001,0
0,0.016389,0.007805,0
0,0.035956,0.007805,0
0.001096,0.028001,0.007805,0
0,0.004634,0.005964,0
0.001096,0.004992,0.007345,0
0.001096,0.006273,0.005964,0
0,0.006257,0.005964,0
0,0.003266,0.006001,0
0.001096,0.004418,0.006553,0
0.001096,0.003381,0.005946,0
0.001096,0.004103,0.006019,0
0.001096,0.010192,0.006019,0
0.001096,0.002879,0.006019,0
0,0.003086,0.005946,0
0,0.005766,0.005891,0
0,0.003202,0.006075,0
0.001096,0.006707,0.005909,0
0.001096,0.01097,0.006627,0
0.001096,0.005627,0.006572,0
0,0.026661,0.005909,0
0,0.016545,0.005909,0
0.001096,0.005507,0.005964,0
0.001096,0.005658,0.00659,0
0,0.002452,0.006075,0
0.001096,0.044542,0.005909,0
0.001096,0.005674,0.005983,0
0,0.008585,0.005964,0
0,0.009319,0.005946,0
0,0.006671,0.005983,0
0,0.006125,0.006056,0
0,0.006512,0.006075,0
0,0.010667,0.006093,0
0,0.002393,0.005946,0
0,0.003461,0.006019,0
0.001096,0.007174,0.005964,0
0.001096,0.004327,0.005964,0
0,0.003569,0.005964,0
0.001096,0.007473,0.005946,0
0.006579,0.062406,0.025053,0
0.001096,0.005826,0.006001,0
0,0.003872,0.006001,0
0,0.005898,0.006001,0
0.002193,0.005208,0.005964,0
0.001096,0.002572,0.005983,0
0.001096,0.004374,0.006001,0
0.001096,0.012114,0.006553,0
0.001096,0.016162,0.005964,0
0.001096,0.008342,0.006553,0
0,0.006288,0.006075,0
0.001096,0.006839,0.006075,0
0.001096,0.007852,0.006075,0
0.001096,0.007876,0.005964,0
0,0.008805,0.006664,0
0.001096,0.006029,0.00659,0
0,0.002676,0.005946,0
0.001096,0.021051,0.005983,0
0.001096,0.003629,0.006001,0
0.001096,0.055025,0.005964,0
0.001096,0.008841,0.005964,0
0.001096,0.005654,0.005964,0
